index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
235,Lead Data Engineer,$190K-$220K(Employer est.),Credit Sesame is bringing cash and credit together in a new- seamless way that helps consumers estab...,4.1,Credit Sesame 4.1,Mountain View- CA,Mountain View- CA,51 - 200,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),Credit Karma- LendUp- SoFi,0,0,190,220,205.0,Credit Sesame,CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
239,Marketing Data Analyst,$35K-$62K (Glassdoor est.),Under direct supervision of the Director of Database Marketing- the Marketing Data Analyst will work...,3.6,San Manuel Casino 3.6,Highland- CA,Highland- CA,1001 - 5000,1986,Company - Private,Gambling,Arts- Entertainment & Recreation,$100 to $500 million (USD),-1,0,0,35,62,48.5,San Manuel Casino,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
240,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Description Medical Laboratory Scientist - Texas Health Huguley- operated as joint venture between T...,4.0,Texas Health Huguley Hospital 4.0,Burleson- TX,Arlington- TX,1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,37,52,44.5,Texas Health Huguley Hospital,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
242,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Responsibilities Include but may not be limited to: performing various tasks assisting in developmen...,2.4,Teasdale Latin Foods 2.4,Hoopeston- IL,Flower Mound- TX,501 - 1000,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66,52.5,Teasdale Latin Foods,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
243,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),What We Do: At the SEI Emerging Technology Center- we describe our work as “making the recently pos...,2.6,Software Engineering Institute 2.6,Pittsburgh- PA,Pittsburgh- PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167,124.0,Software Engineering Institute,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P
245,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),We have an opportunity to join the Alliance as the Analytics Manager - Data Mart leading in the Anal...,3.5,Central California Alliance for Health 3.5,Scotts Valley- CA,Scotts Valley- CA,501 - 1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86,64.0,Central California Alliance for Health,CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
246,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),As we strive to make a better day for our guests and team members- we look to enhance our enterprise...,3.0,Pilot Flying J Travel Centers LLC 3.0,Knoxville- TN,Knoxville- TN,10000+,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),TravelCenters of America- Love's Travel Stops & Country Stores- Wawa,0,0,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),Day Shift: 7A-330P. Holidays and every other weekend. Summary: Performs- calculates and reports rou...,3.6,Beebe Healthcare 3.6,Millville- DE,Lewes- DE,1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,43,70,56.5,Beebe Healthcare,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
248,Food Scientist - Developer,$40K-$68K (Glassdoor est.),Palermo Villa Inc. is interested in a high-energy- poised and confident individual to assist in the ...,3.3,Palermo's Pizza 3.3,Milwaukee- WI,Milwaukee- WI,501 - 1000,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68,54.0,Palermo's Pizza,WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
250,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),ABL is seeking a Staff Scientist for the Downstream Process Development team. The candidate will be ...,2.7,Advanced BioScience Laboratories 2.7,Rockville- MD,Rockville- MD,201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,Advanced BioScience Laboratories,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
251,Sr. Data Engineer,$75K-$140K (Glassdoor est.),Position Purpose As a Senior Data Engineer on the Echo Global Logistics team- you will contribute t...,3.4,Echo Global Logistics 3.4,Chicago- IL,Chicago- IL,1001 - 5000,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),C.H. Robinson- Total Quality Logistics- Coyote Logistics,0,0,75,140,107.5,Echo Global Logistics,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
253,Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),Truckstop.com is hiring a Data Scientist for our Chicago- Illinois location About Truckstop.com Tr...,3.8,Truckstop.com 3.8,Chicago- IL,New Plymouth- ID,501 - 1000,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,86,139,112.5,Truckstop.com,IL,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,na,M
254,Data Scientist,$66K-$112K (Glassdoor est.),Description:Are you ready to take your career to a new level and work at an extraordinary company in...,3.7,Lockheed Martin 3.7,Herndon- VA,Bethesda- MD,10000+,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Boeing- Northrop Grumman- Raytheon,0,0,66,112,89.0,Lockheed Martin,VA,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
255,Senior Research Statistician- Data Scientist,$76K-$125K (Glassdoor est.),Acuity is seeking a Senior Research Statistician- Data Scientist to use statistical knowledge and re...,4.8,Acuity Insurance 4.8,Sheboygan- WI,Sheboygan- WI,1001 - 5000,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,76,125,100.5,Acuity Insurance,WI,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
256,Business Data Analyst- SQL,$44K-$86K (Glassdoor est.),Fareportal is looking for a Business Data Analyst who is a strong SQL/TABLEAU EXPERT with TRAVEL Dat...,3.8,Fareportal 3.8,New York- NY,New York- NY,1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),Expedia Group- Orbitz Worldwide- Priceline.com,0,0,44,86,65.0,Fareportal,NY,19,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
257,Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour(Glassdoor est.),The incumbent performs a broad range of laboratory procedures including all testing and tasks of the...,3.4,Veterans Affairs- Veterans Health Administration 3.4,New Orleans- LA,Washington- DC,10000+,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,1,0,31,52,41.5,Veterans Affairs- Veterans Health Administration,LA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
258,Data Scientist,$53K-$92K (Glassdoor est.),We are looking for an enthusiastic Data Scientist to add to Credera's Data & Analytics practice. Our...,4.3,Credera 4.3,Dallas- TX,Dallas- TX,201 - 500,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,53,92,72.5,Credera,TX,22,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M
259,Senior Data Analyst,$44K-$78K (Glassdoor est.),KnowBe4- Inc. is a high growth information security company. We are the world's largest provider of ...,4.8,KnowBe4 4.8,Clearwater- FL,Clearwater- FL,501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,44,78,61.0,KnowBe4,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
260,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),A collective energy and ambition. A place where you can make a real difference. We’re a company tha...,3.4,Church & Dwight 3.4,Ewing- NJ,Ewing- NJ,1001 - 5000,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,0,85,134,109.5,Church & Dwight,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,na,M
262,Data Engineer,$59K-$110K (Glassdoor est.),Data is the life blood of Cogo Labs and impacts nearly all decision making within the company. Cogo ...,3.9,Cogo Labs 3.9,Cambridge- MA,Cambridge- MA,51 - 200,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,59,110,84.5,Cogo Labs,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
263,Data Scientist,$64K-$111K (Glassdoor est.),What’s significantly better than working on a typical data science team? How about working on a data...,3.4,Spectrum Communications and Consulting 3.4,Chicago- IL,Chicago- IL,51 - 200,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,0,0,64,111,87.5,Spectrum Communications and Consulting,IL,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
264,Data Analyst,$65K-$120K (Glassdoor est.),NCSOFT is focused on making high-quality- cutting-edge- and conceptually innovative Massively Multip...,3.1,NCSOFT 3.1,San Mateo- CA,Seoul- South Korea,1001 - 5000,1997,Company - Public,Video Games,Media,$10+ billion (USD),Blizzard Entertainment- Riot Games- Electronic Arts,0,0,65,120,92.5,NCSOFT,CA,24,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,analyst,na,na
265,Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),MITRE is a trusted operator of federally funded research and development centers and we're on a miss...,3.2,MITRE 3.2,McLean- VA,Bedford- MA,5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),Battelle- General Atomics- SAIC,0,0,60,103,81.5,MITRE,VA,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
266,Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),As a a Business Intelligence Analyst/Developer- you will create and manage a full stack Analytics en...,4.3,Dayton Freight Lines- Inc. 4.3,Dayton- OH,Dayton- OH,1001 - 5000,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,Old Dominion Freight- Pitt Ohio Express,0,0,53,105,79.0,Dayton Freight Lines- Inc.,OH,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
267,Lead Data Scientist,$124K-$204K (Glassdoor est.),Job Description Since 1851- MassMutuals commitment has always been to help people protect their fam...,3.6,MassMutual 3.6,Boston- MA,Springfield- MA,5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,124,204,164.0,MassMutual,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P
268,Sr. Data Scientist - Analytics- Personalized Healthcare (PHC),$131K-$207K (Glassdoor est.),The Position Purpose As a Senior Data Scientist within our Personalized HealthCare function you w...,3.9,Genentech 3.9,South San Francisco- CA,South San Francisco- CA,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,131,207,169.0,Genentech,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P
269,Senior Data Scientist,$110K-$174K (Glassdoor est.),Senior Data Scientist Mist- a Juniper Company- is the first vendor to bring enterprise-grade Wi-Fi-...,3.8,Juniper Networks 3.8,Cupertino- CA,Sunnyvale- CA,5001 - 10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,110,174,142.0,Juniper Networks,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P
270,Data Analyst,$33K-$62K (Glassdoor est.),Wednesday- March 11- 2020 Community Action Partnership of San Luis Obispo County-Inc. Helping Peo...,2.8,Community Action Partnership of San Luis Obispo 2.8,Parlier- CA,San Luis Obispo- CA,501 - 1000,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,0,0,33,62,47.5,Community Action Partnership of San Luis Obispo,CA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
273,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),Job Description OBJECTIVE: Help us make safer drugs |The next generation of life changing medicine...,3.7,Takeda Pharmaceuticals 3.7,Boston- MA,OSAKA- Japan,10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Novartis- Baxter- Pfizer,0,0,52,101,76.5,Takeda Pharmaceuticals,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
274,Data Analyst,$48K-$90K (Glassdoor est.),Why TrueAccord? Debt collection is failing consumers. Every year- 77 million Americans have negativ...,3.4,TrueAccord 3.4,San Francisco- CA,San Francisco- CA,51 - 200,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,48,90,69.0,TrueAccord,CA,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
275,Data Analyst,$34K-$64K (Glassdoor est.),Data Analyst Do you love data? Do you thrive on digging for info to answer complex questions and so...,4.0,DRB Systems 4.0,Meridian- ID,Akron- OH,201 - 500,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,34,64,49.0,DRB Systems,ID,37,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
276,Staff Data Scientist,$132K-$211K (Glassdoor est.),Western Digital The next big thing in data is you! JOB DESCRIPTION SUMMARY: Digital Analytics Offi...,3.5,Western Digital 3.5,San Jose- CA,San Jose- CA,10000+,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seagate Technology- Toshiba,0,0,132,211,171.5,Western Digital,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
277,Data Scientist (Actuary- FSA or ASA),$81K-$133K (Glassdoor est.),At Legal & General America- we aim to make a positive difference in the lives of our customers- part...,3.8,Legal & General America 3.8,Frederick- MD,Frederick- MD,501 - 1000,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,81,133,107.0,Legal & General America,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
278,System and Data Analyst,$42K-$76K (Glassdoor est.),Overview Corcentric is a leading provider of procurement and finance solutions that transform how ...,3.7,Corcentric 3.7,Cherry Hill- NJ,Cherry Hill- NJ,201 - 500,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,42,76,59.0,Corcentric,NJ,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
281,Data Scientist,$66K-$111K (Glassdoor est.),About U.Group U.Group is an advanced technology and creative design company radically focused on usi...,3.5,U.Group 3.5,Indianapolis- IN,Arlington- VA,201 - 500,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,66,111,88.5,U.Group,IN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
282,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),Purposes This is a remote contract position that works with multiple departments throughout the org...,4.2,The Church of Jesus Christ of Latter-day Saints 4.2,Riverton- UT,Salt Lake City- UT,10000+,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
284,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),ROLE SUMMARY The Digital Health Data Scientist supports Digital Medicine & Translational Imaging pr...,4.0,Pfizer 4.0,Cambridge- MA,New York- NY,10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,110,86.5,Pfizer,MA,172,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
285,Data Scientist,$63K-$105K (Glassdoor est.),Position Summary Our Data Science team is currently in need of a Data Scientist to join our growing ...,4.3,SMC 3 4.3,Louisville- KY,Peachtree City- GA,51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,0,63,105,84.0,SMC 3,KY,86,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
288,Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),WHO WE LOOK FOR An SEI Consultant is a master communicator and active listener who understands how ...,4.7,Systems Evolution Inc. 4.7,New York- NY,Cincinnati- OH,201 - 500,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,91,138,114.5,Systems Evolution Inc.,NY,29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data analitics,na,M
289,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),Sunovion Pharmaceuticals is looking for a Senior Scientist in Neuroscience to join our Discovery Sci...,3.5,Sunovion 3.5,Marlborough- MA,Marlborough- MA,1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Shire- GlaxoSmithKline- Allergan,0,0,100,190,145.0,Sunovion,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
290,Data Engineer,$62K-$114K (Glassdoor est.),THE CHALLENGE The data engineering team is building the next generation of data infrastructure. We w...,4.4,Eventbrite 4.4,Nashville- TN,San Francisco- CA,1001 - 5000,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),See Tickets- TicketWeb- Vendini,0,0,62,114,88.0,Eventbrite,TN,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
291,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),ABOUT US Are you ready to transform an industry? At Centro we are building a comprehensive tech pla...,4.1,Centro 4.1,Chicago- IL,Chicago- IL,501 - 1000,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),Mediaocean- The Trade Desk- MediaMath,0,0,71,129,100.0,Centro,IL,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
292,Senior Data Analyst,$43K-$80K (Glassdoor est.),About the Role: The Senior Specialist- Data Analysis (a.k.a. Data Analyst) plays a critical role i...,2.9,National Student Clearinghouse 2.9,Herndon- VA,Herndon- VA,201 - 500,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),Ellucian- Parchment- College Board,0,0,43,80,61.5,National Student Clearinghouse,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M
293,Data Scientist,$74K-$119K (Glassdoor est.),Job Description Job Title: Data Scientist Location: Portland- OR About This Role: Comscore is a...,2.5,comScore 2.5,Portland- OR,Reston- VA,1001 - 5000,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),Nielsen- Hitwise- Coremetrics,0,0,74,119,96.5,comScore,OR,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
295,Survey Data Analyst,$55K-$97K (Glassdoor est.),PRIMARY DUTIES AND RESPONSIBILITIES Report production including writing syntax to generate tables an...,4.2,SullivanCotter 4.2,Minneapolis- MN,Chicago- IL,201 - 500,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Mercer- Korn Ferry- Integrated Healthcare Strategies,0,0,55,97,76.0,SullivanCotter,MN,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
296,Data Scientist,$15K-$16K(Employer est.),Learn and work on meaningful initiatives with some of the best and brightest in the market research ...,3.9,NPD 3.9,Port Washington- NY,Port Washington- NY,1001 - 5000,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,0,0,15,16,15.5,NPD,NY,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
299,Data Scientist,$61K-$106K (Glassdoor est.),Bakery is a creative and R&D company headquartered in Austin- TX with offices in Tokyo. We work with...,4.3,Bakery Agency 4.3,Austin- TX,Austin- TX,1 - 50,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,61,106,83.5,Bakery Agency,TX,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,data scientist,na,na
300,Risk and Analytics IT- Data Scientist,$91K-$149K (Glassdoor est.),OUR AGENCY Making a Difference SWIB is a trusted and skilled global investment organization managi...,2.7,State of Wisconsin Investment Board 2.7,Madison- WI,Madison- WI,51 - 200,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,91,149,120.0,State of Wisconsin Investment Board,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
302,Data Scientist,$127K-$199K (Glassdoor est.),The Position The Data Scientist of Technical Institute (TI) is a member of the US Medical Affairs ...,3.9,Genentech 3.9,South San Francisco- CA,South San Francisco- CA,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,127,199,163.0,Genentech,CA,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
305,Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),Wednesday- March 25- 2020 JOB SUMMARY: Independently lead the extraction and analysis of health ca...,3.4,Blue Cross & Blue Shield of Rhode Island 3.4,Providence- RI,Providence- RI,501 - 1000,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,74,126,100.0,Blue Cross & Blue Shield of Rhode Island,RI,82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
306,Research Scientist,$33K-$72K (Glassdoor est.),Job Title: Research Scientist Expertise in language learning and development City- State: Omaha- Ne...,3.8,Boys Town 3.8,Omaha- NE,Omaha- NE,1001 - 5000,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,Boys & Girls Clubs of America- AdoptUSKids- Foster Care to Success,0,0,33,72,52.5,Boys Town,NE,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
307,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),Overview About Tower Health is a strong- regional- integrated healthcare provider/payer system th...,3.6,Tower Health 3.6,West Reading- PA,Reading- PA,5001 - 10000,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,0,35,49,42.0,Tower Health,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
308,Junior Data Analyst,$37K-$63K (Glassdoor est.),JOB SUMMARY The Junior Data Analyst will be responsible for the accurate and timely delivery of rep...,3.3,The HSC Health Care System 3.3,Washington- DC,Washington- DC,501 - 1000,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,37,63,50.0,The HSC Health Care System,DC,138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,jr,M
309,SQL Data Engineer,$67K-$119K (Glassdoor est.),Overview ProSphere is seeking an experienced SQL Data Engineer to provide highly specialized appli...,3.4,Pro-Sphere Tek 3.4,Austin- TX,Alexandria- VA,201 - 500,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,67,119,93.0,Pro-Sphere Tek,TX,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,M
310,Data Scientist,$72K-$117K (Glassdoor est.),Job Title: Data Scientist Location: Ameritas Life-Cincinnati-OHCN2 Area of Interest: Information T...,3.0,Ameritas Life Insurance Corp 3.0,Cincinnati- OH,Lincoln- NE,1001 - 5000,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,0,0,72,117,94.5,Ameritas Life Insurance Corp,OH,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
311,Senior Data Scientist,$116K-$185K (Glassdoor est.),Location: San Francisco- CA- United States Job ID: 20WD38094 Position Overview Autodesk is seeking ...,4.0,Autodesk 4.0,San Francisco- CA,San Rafael- CA,5001 - 10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,185,150.5,Autodesk,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P
312,Data Scientist,$78K-$126K (Glassdoor est.),POSITION TITLE Data Scientist LOCATION Raleigh- NC YOUR ROLE Genworth Mortgage Insurance is loo...,3.7,Genworth 3.7,Raleigh- NC,Richmond- VA,1001 - 5000,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),MetLife- Northwestern Mutual- Prudential,0,0,78,126,102.0,Genworth,NC,17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,data scientist,na,M
313,Scientist- Analytical Development,$42K-$82K (Glassdoor est.),Rubius Therapeutics is a clinical-stage biopharmaceutical company that is generating red blood cells...,4.4,Rubius Therapeutics 4.4,Cambridge- MA,Cambridge- MA,201 - 500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,42,82,62.0,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
314,Analytics Manager,$59K-$116K (Glassdoor est.),Responsible for both high level and granular measurement of public and private variable marketing pr...,4.3,OneMagnify 4.3,Dearborn- MI,Detroit- MI,201 - 500,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,59,116,87.5,OneMagnify,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
316,Clinical Data Scientist,$63K-$105K (Glassdoor est.),THIS ROLE MUST BE BASED IN SAN DIEGO As part of the Data Monitoring and Management group- an integr...,4.0,Pfizer 4.0,Groton- CT,New York- NY,10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,105,84.0,Pfizer,CT,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
317,Data Scientist,$109K-$177K (Glassdoor est.),Are you passionate about solving challenging problems? Do you thrive being a critical part of an eli...,4.0,Novetta 4.0,Herndon- VA,Mc Lean- VA,501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Leidos- CACI International- Booz Allen Hamilton,0,0,109,177,143.0,Novetta,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
